title,subject,url,description
Theory and Practice of Non-linear and Interactive Narrative (Spring 2003),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-765j-theory-and-practice-of-non-linear-and-interactive-narrative-spring-2003,"This class covers a range of topics including hypertext, interactive cinema, games, installation art, and soundscapes. It examines the potential for dynamic narrative in traditional media like novels and films and as well as in computer-based stories and games. The course focuses on the creation of electronic stories and games using simple authoring systems and multimedia software tools. Students present and constructively critique one another's work in progress in a workshop setting aimed at expanding the representational powers of a new creative medium."
Games and Culture (Fall 2014),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-616j-games-and-culture-fall-2014,"This course examines the social, cultural, economic, and political aspects of digital games. Topics include the socio-technical aspects of digital gaming, embodiment and space, communities, spectatorship and performance, gender, race, sexuality, e-sports and sports games, and the politics and economics of production processes, including co-creation and intellectual property."
Digital Poetry (Fall 2005),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-772-digital-poetry-fall-2005,"This class investigates theory and practice of digital or new media poetry with emphasis on workshop review of digital poetry created by students. Each week students examine published examples of digital poetry in a variety of forms including but not limited to soundscapes, hypertext poetry, animation, code poems, interactive games, location-based poems using handheld devices, digital video and wikis."
Writing about Nature and Environmental Issues (Spring 2017),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-775-writing-about-nature-and-environmental-issues-spring-2017,"In this course we will read and write about works that explore symbolic encounters in the American landscape. Some of the assigned works look at uneasy encounters between ordinary individuals and animals—wolves, eagles, sandhill cranes—that Americans have invested with symbolic significance; others explore conflicts between the pragmatic American impulse to impose order on unruly nature and the equally American inclination to enshrine the unaltered landscape."
Writing about Nature and Environmental Issues (Fall 2006),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-775-writing-about-nature-and-environmental-issues-fall-2006,This course focuses on traditional nature writing and the environmentalist essay. Students will keep a Web log as a journal. Writings are drawn from the tradition of nature writing and from contemporary forms of the environmentalist essay.
Science Writing in Contemporary Society (Spring 2017),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-777-science-writing-in-contemporary-society-spring-2017,"This class addresses the craft of writing about science in and for contemporary society, both its pleasures and its challenges. We will read essays, reportage, op-eds, and web-based articles on a variety of topics concerning science, technology, medicine and nature. Readings by contemporary writers such as Elizabeth Kolbert, Atul Gawande, and Michael Pollan will serve as examples of the craft and sources of ideas for our own writing."
The Science Essay (Spring 2009),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-777-the-science-essay-spring-2009,"The science essay uses science to think about the human condition; it uses humanistic thinking to reflect on the possibilities and limits of science and technology. In this class we read and practice writing science essays of varied lengths and purposes. We will read a wide variety of science essays, ranging across disciplines, both to learn more about this genre and to inspire your own writing. This semester's reading centers on ""The Dark Side,"" with essays ranging from Alan Lightman's ""Prisoner of the Wired World"" through Robin Marantz Henig's cautionary account of nano-technology (""Our Silver-Coated Future"") to David Quammen's investigation of diseases that jump from animals to humans (""Deadly Contact"")."
Communicating in Technical Organizations (Spring 2005),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-780-communicating-in-technical-organizations-spring-2005,This course has two parallel aims:
Communicating in Technical Organizations (Fall 2001),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-780-communicating-in-technical-organizations-fall-2001,"This course focuses on an exploration of the role that communication plays in the work of the contemporary engineering and science professional. Emphasis is placed on analyzing how composition and publication contribute to work management and knowledge production, as well as the ""how-to"" aspects of writing specific kinds of documents in a clear style. Topics include: communication as organizational process, electronic modes such as e-mail and the Internet, the informational and social roles of specific document forms, writing as collaboration, the writing process, the elements of style, methods of oral presentation, and communication ethics. Case studies used as the basis for class discussion and some writing assignments. Several short documents, a longer report or article, and a short oral presentation are required."
Science and Engineering Writing for Phase II (Fall 2002),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-783-science-and-engineering-writing-for-phase-ii-fall-2002,
Becoming Digital: Writing about Media Change (Fall 2009),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-784-becoming-digital-writing-about-media-change-fall-2009,"""Becoming Digital"" traces the change in practice, theory and possibility as mechanical and chemical media are augmented or supplanted by digital media. These changes will be grounded in a semester length study of ""reports from the front."" These reports, found and introduced by students throughout the semester, are the material produced by and about soldiers and civilians on the battlefield from the introduction of wet photography during the Crimean and Civil Wars to contemporary digital content posted daily to Web 2.0 sites from areas such as Iraq and Afghanistan and possibly even the games and simulations they've inspired. Students will work through the ethical, aesthetic, technical and cultural problems raised by the primary content and secondary readings in three papers, a group project written with Inform 7, a presentation, and frequent discussion."
Communicating in Cyberspace (Fall 2003),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-785-communicating-in-cyberspace-fall-2003,
Communicating with Mobile Technology (Spring 2011),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-789-communicating-with-mobile-technology-spring-2011,"Students work in small collaborative design teams to propose, build, and document a semester-long project focused on mobile applications for cell phones. Additional assignments include creating several small mobile applications such as context-aware mobile media capture and games. Students document their work through a series of written and oral proposals, progress reports, and final reports. This course covers the basics of J2ME and explores mobile imaging and media creation, GPS location, user-centered design, usability testing, and prototyping. Java experience is recommended."
Network Cultures (Spring 2016),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-614-network-cultures-spring-2016,"This course focuses on the social and cultural aspects of networked life through internet-related technologies (including computers, mobile devices, entertainment technologies, and emerging media forms)."
Introduction to Media Studies (Fall 2014),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-100-introduction-to-media-studies-fall-2014,
Introduction to Videogame Studies (Fall 2011),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-300-introduction-to-videogame-studies-fall-2011,"This course offers an introduction to the interdisciplinary study of videogames as texts through an examination of their cultural, educational, and social functions in contemporary settings. Students play and analyze videogames while reading current research and theory from a variety of sources in the sciences, social sciences, humanities, and industry. Assignments focus on game analysis in the context of the theories discussed in class. Class meetings involve regular reading, writing, and presentation exercises. No prior programming experience required. Students taking the graduate version complete additional assignments."
Introduction to Game Design Methods (Spring 2016),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-301-introduction-to-game-design-methods-spring-2016,"This course is an introduction to the theory and practice of the process of designing games and playful experiences. Students are familiarized with methods, concepts, techniques, and literature used in the design of games. The strategy is process-oriented, focusing on aspects such as: Rapid prototyping, play testing, and design iteration using a player-centered approach."
Transmedia Storytelling: Modern Science Fiction (Spring 2014),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-763j-transmedia-storytelling-modern-science-fiction-spring-2014,"Transmedia narratives exist across multiple storytelling platforms, using the advantages of each to enhance the experience of the audience.  No matter which medium nor how many, the heart of any successful transmedia project is a good story.  In this class we will spend time on the basics of solid storytelling in speculative fiction before we move on to how to translate those elements into various media.  We will then explore how different presentations in different media can complement and enhance our storytelling.  While we will read scholarly articles and discuss ideas about transmedia, this is primarily a class in making speculative fiction transmedia projects.  We will analyze the strengths and weaknesses of various mediums and consider how they complement each other, and how by using several different media we can give the audience a more complete, rewarding, and immersive experience."
Producing Educational Videos (Spring 2015),experimental-study-group,https://ocw.mit.edu/courses/experimental-study-group/es-333-producing-educational-videos-spring-2015,"Production of Educational Videos is an introduction to technical communication that is situated in the production of educational videos; the assignments are all focused on the production of videos that teach some aspect of MIT's first-year core curriculum. The objective of these assignments is improvement in both communication ability and communication habits; these improvements are effected by providing participants with instruction, practice, feedback, and the opportunity for reflection. In addition to improvements in communication skills, improvement is expected in students' attitude towards writing, oral presentations, and collaboration; as the semester progresses, students should feel confident of their ability to write, present, and collaborate."
Introduction to Civic Media (Fall 2012),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-360-introduction-to-civic-media-fall-2012,"This course examines civic media in comparative, transnational and historical perspectives through the use of various theoretical tools, research approaches, and project design methods."
Networked Social Movements: Media & Mobilization (Spring 2014),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-361-networked-social-movements-media-mobilization-spring-2014,"This seminar is a space for collaborative inquiry into the relationships between social movements and the media. We'll review these relationships through the lens of social movement theory, and function as a workshop to develop student projects. Seminar participants will work together to explore frameworks, methods, and tools for understanding networked social movements in the digital media ecology. We will engage with social movement studies as a body of theoretical and empirical work, and learn about key concepts including: resource mobilization; political process; framing; New Social Movements; collective identity; tactical media; protest cycles; movement structure; and more. We'll explore methods of social movement investigation, examine new data sources and tools for movement analysis, and grapple with recent innovations in social movement theory and research. Assignments include short blog posts, a book review, co-facilitation of a seminar discussion, and a final research project focused on social movement media practices in comparative perspective."
Civic Media Codesign Studio (Spring 2016),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-362-civic-media-codesign-studio-spring-2016,"This course is a service-learning, project-based studio course that focuses on collaborative design of civic media. Students will work in diverse teams with community partners to create civic media projects grounded in real-world community needs. This course covers co-design and lean UX methods, and best practices for including communities in iterative stages of project ideation, design, prototyping, testing, launch, and stewardship. Students should have an interest in collaboration with community-based organizations."
Media and Methods: Seeing and Expression (Spring 2013),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-405-media-and-methods-seeing-and-expression-spring-2013,"In this course students create digital visual images and analyze designs from historical and theoretical perspectives with an emphasis on art and design, examining visual experience in broad terms, and from the perspectives of both creators and viewers. The course addresses key topics such as: image making as a cognitive and perceptual practice, the production of visual significance and meaning, and the role of technology in creating and understanding digitally produced images. Students will be given design problems growing out of their reading and present solutions using technologies such as the Adobe Creative Suite and/or similar applications."
Media and Methods: Sound (Fall 2012),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-407-media-and-methods-sound-fall-2012,"This course explores the ways in which humans experience the realm of sound and how perceptions and technologies of sound emerge from cultural, economic, and historical worlds. It examines how environmental, linguistic, and musical sounds are construed cross-culturally. It describes the rise of telephony, architectural acoustics, sound recording, and the globalized travel of these technologies. Students address questions of ownership, property, authorship, and copyright in the age of digital file sharing. There is a particular focus on how the sound/noise boundary is imagined, created and modeled across diverse sociocultural and scientific contexts. Auditory examples will be provided. Instruction and practice in written and oral communication provided. At MIT, this course is limited to 20 students."
Computer Games and Simulations for Education and Exploration (Spring 2015),urban-studies-and-planning,https://ocw.mit.edu/courses/urban-studies-and-planning/11-127j-computer-games-and-simulations-for-education-and-exploration-spring-2015,"This course immerses students in the process of building and testing their own digital and board games in order to better understand how we learn from games. We explore the design and use of games in the classroom in addition to research and development issues associated with computer–based (desktop and handheld) and non–computer–based media. In developing their own games, students examine what and how people learn from them (including field testing of products), as well as how games can be implemented in educational settings."
Education Technology Studio (Spring 2019),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-594-education-technology-studio-spring-2019,"Students use media and technology to develop new forms of learning experiences in schools, workplaces, and informal settings. Students participate in a range of new and ongoing projects that hone understanding and skills in learning science, instructional design, development and evaluation."
Videogame Theory and Analysis (Fall 2007),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-600-videogame-theory-and-analysis-fall-2007,"This course will serve as an introduction to the interdisciplinary academic study of videogames, examining their cultural, educational, and social functions in contemporary settings. By playing, analyzing, and reading and writing about videogames, we will examine debates surrounding how they function within socially situated contexts in order to better understand games' influence on and reflections of society. Readings will include contemporary videogame theory and the completion of a contemporary commercial videogame chosen in consultation with the instructor."
New Media Literacies (Spring 2007),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-998-new-media-literacies-spring-2007,"This course serves as an in-depth look at literacy theory in media contexts, from its origins in ancient Greece to its functions and changes in the current age of digital media, participatory cultures, and technologized learning environments. Students will move quickly through traditional historical accounts of print literacies; the majority of the semester will focus on treating literacy as more than a functional skill (i.e., one's ability to read and write) and instead as a sophisticated set of meaning-making activities situated in specific social spaces. These new media literacies include the practices and concepts of: fan fiction writing, online social networking, videogaming, appropriation and remixing, transmedia navigation, multitasking, performance, distributed cognition, and collective intelligence. Assignments include weekly reading and writing assignments and an original research project. Readings will include Plato, Goody and Watt, Scribner and Cole, Graff, Brandt, Heath, Lemke, Gee, Alvermann, Jenkins, Hobbs, Pratt, Leander, Dyson, Levy, Kress, and Lankshear and Knobel."
Videogame Theory and Analysis (Fall 2006),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-998-videogame-theory-and-analysis-fall-2006,"This course is an introduction to the interdisciplinary study of commercial videogames as texts, examining their cultural, educational, and social functions in contemporary settings. Students play and analyze videogames while examining debates surrounding how games function within socially situated contexts. Readings include contemporary game theory (Gee, Squire, Steinkuehler, Jenkins, Klopfer, Zimmerman and Salen, Juul, Bartle, Taylor, Aarseth) and the completion of a contemporary commercial videogame chosen in consultation with the instructor."
Topics in Comparative Media: American Pro Wrestling (Spring 2007),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-997-topics-in-comparative-media-american-pro-wrestling-spring-2007,
American Soap Operas (Spring 2008),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-603-american-soap-operas-spring-2008,
Game Design (Spring 2014),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-608-game-design-spring-2014,"This course is built around practical instruction in the design and analysis of non-­digital games. It provides students the texts, tools, references, and historical context to analyze and compare game designs across a variety of genres. In teams, students design, develop, and thoroughly test their original games to better understand the interaction and evolution of game rules. Covers various genres and types of games, including sports, game shows, games of chance, card games, schoolyard games, board games, and role-­playing games."
Game Design (Fall 2010),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-608-game-design-fall-2010,"This course provides practical instruction in the design and analysis of non-digital games. Students cover the texts, tools, references and  historical context to analyze and compare game designs across a variety  of genres, including sports, game shows, games of chance, card games, schoolyard games, board games, and role–playing games. In teams, students design, develop, and thoroughly test their original games to understand the interaction and evolution of game rules. Students taking the graduate version complete additional assignments."
Game Design (Spring 2008),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-608-game-design-spring-2008,
Media Industries and Systems (Spring 2006),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-610-media-industries-and-systems-spring-2006,"This course examines the interplay of art, science, and commerce shaping the production, marketing, distribution, and consumption of contemporary media. It combines perspectives on media industries and systems with an awareness of the creative process, the audience, and trends shaping content. There will be invited discussions with industry experts in various subject areas. Class projects will encourage students to think through the challenges of producing media in an industry context. CMS.610 is for undergraduate credit, whereas CMS.922 is for graduate credit. Though the requirements for graduates are more stringent, the course is intended for both undergraduate and graduate students."
Creating Video Games (Fall 2014),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-611j-creating-video-games-fall-2014,"CMS.611J / 6.073 Creating Video Games is a class that introduces students to the complexities of working in small, multidisciplinary teams to develop video games. Students will learn creative design and production methods, working together in small teams to design, develop, and thoroughly test their own original digital games. Design iteration across all aspects of video game development (game design, audio design, visual aesthetics, fiction and programming) will be stressed. Students will also be required to focus test their games, and will need to support and challenge their game design decisions with appropriate focus testing and data analysis."
Network Cultures (Spring 2016),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-614-network-cultures-spring-2016,"This course focuses on the social and cultural aspects of networked life through internet-related technologies (including computers, mobile devices, entertainment technologies, and emerging media forms)."
Games for Social Change (Fall 2013),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-615-games-for-social-change-fall-2013,"Run as a workshop, students collaborate in teams to design and prototype games for social change and civic engagement.  Through readings, discussion, and presentations, we explore principles of game design and the social history of games.  Guest speakers from academia, industry, the non-profit sector, and the gaming community contribute unique and diverse perspectives.  Course culminates in an end of semester open house to showcase our games."
Games and Culture (Fall 2014),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-616j-games-and-culture-fall-2014,"This course examines the social, cultural, economic, and political aspects of digital games. Topics include the socio-technical aspects of digital gaming, embodiment and space, communities, spectatorship and performance, gender, race, sexuality, e-sports and sports games, and the politics and economics of production processes, including co-creation and intellectual property."
Gender & Media: Collaborations in Feminism and Technology (Spring 2016),womens-and-gender-studies,https://ocw.mit.edu/courses/womens-and-gender-studies/wgs-111-gender-media-collaborations-in-feminism-and-technology-spring-2016,"This course examines representations of race, class, gender, and sexual identity in the media, with a particular focus on new media and how digital technologies are transforming popular culture. We will be considering issues of authorship, spectatorship, (audience) and the ways in which various media content (film, television, print journalism, blogs, video, advertising) enables, facilitates, and challenges these social constructions in society."
Data Storytelling Studio: Climate Change (Spring 2017),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-631-data-storytelling-studio-climate-change-spring-2017,"This course explores visualization methodologies to conceive and represent systems and data, e.g., financial, media, economic, political, etc., with a particular focus on climate change data in this version of the course. Topics include basic methods for research, cleaning, and analysis of datasets, and creative methods of data presentation and storytelling. The course considers the emotional, aesthetic, ethical, and practical effects of different presentation methods as well as how to develop metrics for assessing impact. Coursework includes readings, visualization exercises, and a final project."
Digital Humanities (Spring 2015),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-633-digital-humanities-spring-2015,"This course examines the theory and practice of using computational methods in the emerging field of digital humanities. It develops an understanding of key digital humanities concepts, such as data representation, digital archives, information visualization, and user interaction through the study of contemporary research, in conjunction with working on real-world projects for scholarly, educational, and public needs. Students create prototypes, write design papers, and conduct user studies."
Current Debates in Media (Spring 2015),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-701-current-debates-in-media-spring-2015,"This class addresses important, current debates in media with in-depth discussion of popular perceptions and policy implications. Students will engage in the critical study of the economic, political, social, and cultural significance of media, and learn to identify, analyze, and understand the complex relations among media texts, policies, institutions, industries, and infrastructures. This class offers the opportunity to discuss, in stimulating and challenging ways, topics such as ideology, propaganda, net neutrality, big data, digital hacktivism, digital rebellion, media violence, gamification, collective intelligence, participatory culture, intellectual property, artificial intelligence, etc., from historical, transcultural, and multiple methodological perspectives."
The Anthropology of Sound (Spring 2008),anthropology,https://ocw.mit.edu/courses/anthropology/21a-360j-the-anthropology-of-sound-spring-2008,"This class examines the ways humans experience the realm of sound and how perceptions and technologies of sound emerge from cultural, economic, and historical worlds. In addition to learning about how environmental, linguistic, and musical sounds are construed cross-culturally, students learn about the rise of telephony, architectural acoustics, and sound recording, as well as about the globalized travel of these technologies. Questions of ownership, property, authorship, and copyright in the age of digital file sharing are also addressed. A major concern will be with how the sound/noise boundary has been imagined, created, and modeled across diverse sociocultural and scientific contexts. Auditory examples — sound art, environmental recordings, music — will be provided and invited throughout the term."
Photography and Truth (Spring 2008),anthropology,https://ocw.mit.edu/courses/anthropology/21a-348-photography-and-truth-spring-2008,"Still photography, a practice and form of expression that has worked its way into every facet of social life and every culture in the world, is considered here from the perspectives of history and social science. We will discuss the uses and functions of pictures; how they are to be understood and interpreted; whether they have clear-cut content and meanings; how they shape and are shaped by politics, economics, and social life."
At the Limit: Violence in Contemporary Representation (Fall 2013),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-840-at-the-limit-violence-in-contemporary-representation-fall-2013,"This course focuses on novels and films from the last twenty-five years (nominally 1985–2010) marked by their relationship to extreme violence and transgression. Our texts will focus on serial killers, torture, rape, and brutality, but they also explore notions of American history, gender and sexuality, and reality television—sometimes, they delve into love or time or the redemptive role of art in late modernity. Our works are a motley assortment, with origins in the U.S., France, Spain, Belgium, Austria, Japan and South Korea. The broad global era marked by this period is one of acceleration, fragmentation, and late capitalism; however, we will also consider national specificities of violent representation, including particulars like the history of racism in the United States, the role of politeness in bourgeois Austrian culture, and the effect of Japanese manga on vividly graphic contemporary Asian cinema."
"Shakespeare, Film and Media (Fall 2002)",literature,https://ocw.mit.edu/courses/literature/21l-435-shakespeare-film-and-media-fall-2002,"Filmed Shakespeare began in 1899, with Sir Herbert Beerbohm Tree performing the death scene from King John for the camera. Sarah Bernhardt, who had played Hamlet a number of times in her long career, filmed the duel scene for the Paris Exposition of 1900. In the era of silent film (1895-1929) several hundred Shakespeare films were made in England, France Germany and the United States, Even without the spoken word, Shakespeare was popular in the new medium. The first half-century of sound included many of the most highly regarded Shakespeare films, among them -- Laurence Olivier's Hamlet and Henry V, Orson Welles' Othello and Chimes at Midnight, Kurosawa's Throne of Blood, Polanski's Macbeth and Zeffirelli's Romeo and Juliet. We are now in the midst of an extremely rich and varied period for Shakespeare on film which began with the release of Kenneth Branagh's Henry V in 1989 and includes such films as Richard Loncraine's Richard III, Julie Taymor's Titus, Zeffirelli and Almereyda's Hamlet films, Baz Luhrmann's William Shakespeare's Romeo + Juliet, and Shakespeare in Love. The phenomenon of filmed Shakespeare raises many questions for literary and media studies about adaptation, authorship, the status of ""classic"" texts and their variant forms, the role of Shakespeare in youth and popular culture, and the transition from manuscript, book and stage to the modern medium of film and its recent digitally inflected forms."
Interactive and Non-Linear Narrative: Theory and Practice (Spring 2004),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-765j-interactive-and-non-linear-narrative-theory-and-practice-spring-2004,"This course explores the properties of non-linear, multi-linear, and interactive forms of narratives as they have evolved from print to digital media. Works covered in this course range from the Talmud, classics of non-linear novels, experimental literature, early sound and film experiments to recent multi-linear and interactive films and games. The study of the structural properties of narratives that experiment with digression, multiple points of view, disruptions of time, space, and of storyline is complemented by theoretical texts about authorship/readership, plot/story, properties of digital media and hypertext. Questions that will be addressed in this course include: How can we define 'non-linearity/multi-linearity', 'interactivity', 'narrative'. To what extend are these aspects determined by the text, the reader, the digital format? What kinds of narratives are especially suited for a nonlinear/ interactive format? Are there stories that can only be told in a digital format? What can we learn from early non-digital examples of non-linear and interactive story telling?"
Media in Cultural Context: Popular Readerships (Fall 2007),literature,https://ocw.mit.edu/courses/literature/21l-715-media-in-cultural-context-popular-readerships-fall-2007,"What is the history of popular reading in the Western world? How does widespread access to print relate to distinctions between highbrow and lowbrow culture, between good taste and bad judgment, and between men and women readers? This course will introduce students to the broad history of popular reading and to controversies about taste and gender that have characterized its development. Our grounding in historical material will help make sense of our main focus: recent developments in the theory and practice of reading, including fan-fiction, Oprah's book club, comics, hypertext, mass-market romance fiction, mega-chain bookstores, and reader response theory."
Media in Cultural Context (Spring 2007),literature,https://ocw.mit.edu/courses/literature/21l-715-media-in-cultural-context-spring-2007,"This course explores the international trade in television text, considering the ways in which 'foreign' programs find places within 'domestic' schedules. Looking at the life television texts maintain outside of their home market, this course examines questions of globalization and national cultures of production and reception. Students will be introduced to a range of positions about the nature of international textual trade, including economic arguments about the structuring of international markets and ethnographic studies about the role imported content plays in the formation of hybrid national identities. Students will be encouraged to consider the role American content is made to play in non-American markets."
Asia in the Modern World: Images & Representations (Fall 2016),global-studies-and-languages,https://ocw.mit.edu/courses/global-studies-and-languages/21g-027-asia-in-the-modern-world-images-representations-fall-2016,
Technologies of Humanism (Spring 2003),literature,https://ocw.mit.edu/courses/literature/21l-708-technologies-of-humanism-spring-2003,
Documenting Culture (Spring 2004),anthropology,https://ocw.mit.edu/courses/anthropology/21a-337j-documenting-culture-spring-2004,"How — and why — do people seek to capture everyday life on film? What can we learn from such films? This course challenges distinctions commonly made between documentary and ethnographic films to consider how human cultural life is portrayed in both. It considers the interests, which motivate such filmmakers ranging from curiosity about ""exotic"" people to a concern with capturing ""real life"" to a desire for advocacy. Students will view documentaries about people both in the U.S. and abroad and will consider such issues as the relationship between film images and ""reality,"" the tensions between art and observation, and the ethical relationship between filmmakers and those they film."
"Popular Culture and Narrative: Literature, Comics, and Culture (Fall 2010)",literature,https://ocw.mit.edu/courses/literature/21l-430-popular-culture-and-narrative-literature-comics-and-culture-fall-2010,"In this course, we will investigate popular culture and narrative by focusing on the relationship between literary texts and comics. Several questions shape the syllabus and provide a framework for approaching the course materials: How do familiar aspects of comics trace their origins to literary texts and broader cultural concerns? How have classic comics gone on to influence literary fiction? In what ways do contemporary graphic narratives bring a new kind of seriousness of purpose to comics, blurring what's left of the boundaries between the highbrow and the lowbrow? Readings and materials for the course range from the nineteenth century to the present, and include novels, short stories, essays, older and newer comics, and some older and newer films. Expectations include diligent reading, active participation, occasional discussion leading, and two papers."
Media Industries and Systems (Spring 2006),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-610-media-industries-and-systems-spring-2006,"This course examines the interplay of art, science, and commerce shaping the production, marketing, distribution, and consumption of contemporary media. It combines perspectives on media industries and systems with an awareness of the creative process, the audience, and trends shaping content. There will be invited discussions with industry experts in various subject areas. Class projects will encourage students to think through the challenges of producing media in an industry context. CMS.610 is for undergraduate credit, whereas CMS.922 is for graduate credit. Though the requirements for graduates are more stringent, the course is intended for both undergraduate and graduate students."
Media Education and the Marketplace (Fall 2005),global-studies-and-languages,https://ocw.mit.edu/courses/global-studies-and-languages/21g-034-media-education-and-the-marketplace-fall-2005,"This instance of ""Media, Education, and the Marketplace"" focuses on the rise of information and communications technologies (ICTs) during the age of globalization, specifically examining its effect and potential in developing nations across the world. In particular, the class will focus on the following three components:"
Documentary Photography and Photojournalism: Still Images of a World in Motion (Spring 2016),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-749-documentary-photography-and-photojournalism-still-images-of-a-world-in-motion-spring-2016,"In this course, you will be exposed to the work of many great documentary photographers and photojournalists, as well as to writing about the documentary tradition. Further, throughout the term, you will hone your photographic skills and 'eye,' and you will work on a photo documentary project of your own, attempting to reduce a tiny area of the moving world to a set of still images that convey what the viewer needs to know about what you saw—without hearing the sounds, smelling the odors, experiencing what was happening outside the viewfinder, and without seeing the motion."
Technopanics: Moral Panics about Technology (Spring 2013),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-s60-technopanics-moral-panics-about-technology-spring-2013,"Hacking and trolling; mass murders and bullying. What do these have in common? One theory holds that these are all ""deviant"" social behaviors, occurring both online and off, which have purportedly been brought about or exacerbated by our new media environment. Such aberrant behaviors seemingly give us ample reason to fear digital and social media. But is technology to blame? We will grapple with this question as we investigate how our understanding of new technologies and media is socially shaped and, in turn, how new media might influence our social behavior."
Special Subject: The Rise of Film Noir (January IAP 2012),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-s61-special-subject-the-rise-of-film-noir-january-iap-2012,"This class explores the development of Hollywood Film Noir. There will be a focus on Ã©migrÃ© directors who moved to Hollywood when the Nazis rose to power. Assignments will include short response papers about three of the films in the series, and reports by students on examples of ""neo-noir"" films from recent decades."
Graduate Technical Writing Workshop (January IAP 2019),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/21w-794-graduate-technical-writing-workshop-january-iap-2019,"This course is designed to improve the student's ability to communicate technical information. It covers the basics of working with sources, including summarizing and paraphrasing, synthesizing source materials, citing, quoting, and avoiding plagiarism. It also covers how to write an abstract and a literature review. In addition, we will cover communication concepts, tools, and strategies that can help you understand how engineering texts work, and how you can make your texts work more effectively."
Game Design (Spring 2014),comparative-media-studies-writing,https://ocw.mit.edu/courses/comparative-media-studies-writing/cms-608-game-design-spring-2014,"This course is built around practical instruction in the design and analysis of non-­digital games. It provides students the texts, tools, references, and historical context to analyze and compare game designs across a variety of genres. In teams, students design, develop, and thoroughly test their original games to better understand the interaction and evolution of game rules. Covers various genres and types of games, including sports, game shows, games of chance, card games, schoolyard games, board games, and role-­playing games."
